primary,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,usersrated,AveRating,stddev,usersweighted,AveWeight,Board Game Rank,Strategy Game Rank,Family Game Rank
UNO Dominos,1986,2,6,10,10,10,7,107,4.78037,1.65016,8,1.5,21151,,
Elfenwizards,1995,3,6,90,90,90,10,107,6.15514,1.17698,10,2.3,11982,,
Waterloo 200,2015,1,3,120,60,120,14,107,8.01636,1.30213,16,2.625,6461,,
This Terrible Sound,2000,2,4,120,120,120,12,107,7.82056,1.53299,16,3.75,6454,,
Texas Zombies,2012,3,6,20,20,20,14,107,5.64393,1.75789,6,1.3333,17157,,
Manifest,2014,2,5,45,45,45,13,107,6.55981,1.69611,10,2.8,10023,,
30 Seconds: Everyday Life,2017,3,28,30,30,30,12,108,7.12272,0.95168,4,1.25,7742,,
Turf Horse Racing,1995,3,6,60,60,60,10,108,6.42028,1.22669,15,1.8,9864,,1791
District-Z,2014,1,8,30,30,30,12,107,5.9514,1.9426,9,1.4444,15048,,
Delphi,2002,3,4,20,20,20,10,108,5.68518,1.49882,12,1.6667,16355,,
Monty Python and the Holy Grail CCG,1996,2,2,30,30,30,12,107,4.70374,1.716,8,2.25,21168,,
Moscow '41,2016,2,2,120,60,120,14,107,8.0972,1.35891,9,2.6667,6169,,
Deadfall,2016,2,7,20,20,20,12,108,6.52407,1.26848,0,0,9521,,
Goldener Drache,1992,2,5,30,30,30,10,107,5.70327,1.29857,9,1.7778,15326,,
Caravelas II,2013,2,4,45,45,45,8,107,6.75514,1.31136,9,1.7778,9459,,
Flea Market,2015,3,5,40,20,40,8,107,5.4986,1.54648,5,1,18040,,
Aspern-Essling 1809,2009,0,2,240,240,240,0,107,7.89019,1.22101,23,2.7826,7096,,
Masquerade,2013,3,6,30,30,30,12,107,6.37944,1.52645,1,2,10669,,
Grand Slam,2014,2,4,30,30,30,8,107,6.23271,1.43643,12,1.25,11454,,
Phantom,2012,2,2,30,30,30,10,107,6.35607,1.30443,3,2,10494,,
Equate,1996,2,4,120,120,120,8,107,5.5285,1.54104,10,2.1,18572,,
Electronic Stratego,1982,2,2,60,60,60,8,107,6.35935,1.40517,4,1.75,10953,,
Splash Attack,2005,2,4,15,15,15,5,107,5.30234,1.4711,9,1,19582,,
Sjörövarön,1955,2,6,60,60,60,8,107,5.54673,1.64705,8,1.375,18543,,
Zorndorf,1996,1,2,360,360,360,12,107,7.52925,1.44748,25,4.08,7479,,
Ni no Kuni II: The Board Game,2019,1,4,30,30,30,14,108,6.8213,1.7359,7,1.5714,10797,,
Didi Dotter,2007,2,4,15,15,15,5,107,6.20234,1.29406,16,1,11298,,
Bendomino,2007,2,4,20,10,20,6,107,5.62103,1.81158,17,1.7647,19140,,
15 Dias: The Spanish Golden Age,2014,2,8,60,60,60,12,107,6.45393,2.11997,8,2.875,10609,,
The Romans,2019,1,4,150,90,150,14,107,7.13271,1.19655,8,3,7396,,
Stargate SG-1,2004,2,6,120,120,120,10,106,4.51321,1.89025,13,1.9231,21361,,
Naruto Collectible Card Game,2006,2,2,45,45,45,10,105,6.0661,1.66111,8,2.125,14820,,
Alhambra: Roll & Write,2020,1,5,45,30,45,8,107,6.20209,1.59449,3,2,13034,,
Wakanda Forever,2019,3,5,60,30,60,10,106,6.35261,1.75013,6,1.3333,11996,,
"Operation Shoestring: The Guadalcanal Campaign, 1942",1990,1,4,240,240,240,14,106,6.28538,1.36368,15,3.4667,11589,,
Hougoumont: Rock of Waterloo,1991,2,2,120,120,120,12,106,6.64245,1.50489,15,2.6,9354,,
Down in Flames: Locked-On,2018,1,6,30,15,30,10,106,7.85755,1.46377,6,1.8333,6765,,
HeroCard Nightmare,2007,2,4,60,60,60,10,106,5.94302,1.59025,12,2.25,14378,,
3 Kings,2015,3,8,90,60,90,14,106,6.89811,1.77392,6,2.8333,9329,,
Ambar,2018,2,4,45,35,45,10,106,6.7601,1.56036,2,2,9785,,
Double Crossing,1988,2,6,60,90,60,8,106,5.57123,1.39796,13,1.3077,18374,,
Bella Blümchen,2011,2,4,10,10,10,3,106,6.03047,1.29078,3,1,12797,,
Fast Food,2009,2,6,15,15,15,7,106,6.01142,1.34501,6,1,13068,,
Soqquadro,2014,2,12,20,20,20,6,106,5.98843,1.69928,2,1.5,13996,,
Barbarossa: The Russo-German War 1941-45,1969,2,2,360,360,360,14,106,6.48774,1.57156,14,2.5,11572,,
Die Dracheninsel,2003,3,6,60,60,60,10,106,5.37849,1.42212,4,1.25,19215,,
Alexandros,1991,2,2,240,240,240,12,106,6.27972,1.41967,17,2.5294,11819,,
Tucano,2021,2,4,15,15,15,6,107,7.05348,1.22339,8,1,8284,,
"The Battle of Fontenoy: 11 May, 1745",2012,1,2,360,30,360,0,106,8.6066,1.24076,24,4.2083,5781,,
Monopoly: World Cup France '98 Edition,1998,2,8,120,120,120,8,106,5.20189,1.72845,6,2.5,20331,,
Weapons & Warriors: Pirate Battle,1996,2,2,30,30,30,7,106,6.09802,1.7051,7,1.1429,12855,,
Antietam: Burnished Rows of Steel,1993,1,2,240,240,240,12,106,6.67547,1.27359,17,2.5882,9246,,
St-Lô: Normandy 1944 – The Breakout Begins,1986,1,2,360,360,360,12,106,7.19198,1.56469,17,3.2353,7722,,
Imagician,2020,2,4,20,20,20,8,106,6.9594,1.26441,3,1,8120,,
Red Storm over the Reich,2007,2,2,480,480,480,12,106,7.21381,1.30965,25,3.52,7593,,
Start Player Express,2014,2,99,1,1,1,8,106,6.48066,1.96455,14,1.1429,9796,,
Rescue Polar Bears,2016,1,4,60,30,60,10,106,6.88774,1.4914,5,2.8,8663,,
Chaturanga,550,2,4,30,30,30,8,106,5.92877,1.41826,16,2.25,15081,,
Activity kompakt,1992,3,16,60,60,60,12,106,5.96038,1.37934,4,1.25,14097,,
Horse & Musket: Dawn of an Era,2017,1,2,90,60,90,10,106,8.20142,1.35334,14,2.5,6898,,
Logo Party,2013,4,0,60,30,60,8,106,5.17245,1.59149,4,1.25,20190,,
Carrossel,2019,2,4,45,30,45,8,106,6.13585,1.55091,2,2.5,11959,,
18GL,2005,2,6,300,300,300,14,106,7.44953,1.15955,12,4.25,6883,1880,
Fight!,2000,2,6,10,10,10,10,106,5.96641,1.50944,16,1.25,13697,,
Monster Kit,2016,1,10,0,10,0,3,106,7.10698,1.68568,5,1.2,8195,,
Cha dango,2015,2,6,25,15,25,5,106,6.61476,1.39635,6,1,9387,,
Assyrian Wars,2005,2,5,240,240,240,12,106,6.40141,1.79604,24,4.0417,11054,,
Pete the Pirate,2000,2,4,30,30,30,6,106,5.87,1.48844,9,1.2222,14963,,
Peter the Great,1983,2,2,120,120,120,12,106,6.57943,1.3017,15,2.4,9638,,
Cat Sudoku,2019,1,6,20,15,20,8,106,6.29557,1.53613,1,1,11722,,
Arnhem: Defiant Stand,2003,2,6,90,90,90,12,106,7.61751,1.83065,19,3.8421,7098,,
Gads Hill 1874,2016,2,4,60,45,60,10,106,6.62406,1.42114,2,2.5,9003,,
Sweet Nose,2016,3,5,45,30,45,8,106,6.53733,1.35691,4,1.25,9602,,
Time Management: The Time Management Game,2016,1,4,30,30,30,13,106,5.55943,1.65083,1,2,16683,,
Atlantis Treasure,2010,2,4,10,10,10,8,106,5.58585,1.52145,8,1.625,17720,,
Interplay,1980,2,2,20,20,20,8,106,6.34057,1.37743,8,2,11600,,
Halali,1997,2,5,45,45,45,14,106,6.16792,1.54416,5,1.2,13048,,
Flußpiraten,1990,3,6,90,90,90,9,106,6.1698,1.57721,10,2.1,11837,,
Tabu: The Game of Aztecs,1980,4,4,120,120,120,10,106,6.06792,1.43208,1,3,12478,,
That Time You Killed Me,2021,2,2,30,15,30,10,110,8.04745,1.32972,2,1.5,6317,,
Star Smuggler,1982,1,1,180,180,180,12,106,6.42311,1.75027,12,2.8333,10836,,
A Mighty Fortress,1977,6,6,240,240,240,14,106,6.27358,1.62494,12,3.25,11605,2203,
Winter Queen,2021,2,4,30,20,30,10,106,6.81175,1.25566,3,2,9088,,
War at Sea (Third Edition),2007,2,2,180,180,180,0,106,6.94717,1.24654,16,1.875,7996,,
Blitzkrieg General,1999,2,5,240,240,240,10,105,6.29143,1.62082,13,2.5385,11516,,
Gruff: Clash of the Battle Goats,2017,2,2,45,20,45,11,105,7.34286,1.58161,1,3,8229,,
1918: Brother Against Brother,2018,2,2,180,120,180,12,105,7.42229,1.08882,9,2.2222,7050,,
Ram Speed: Naval Warfare in the Bronze Age,1980,2,2,90,90,90,11,105,6.10238,1.39213,16,1.9375,11892,,
Nightfall: Eastern Skies,2013,2,5,45,45,45,12,105,7.68571,1.32738,3,2.6667,6430,,
The Primary,2018,1,5,60,30,60,14,105,7.91429,1.2842,12,2,6975,,
Jochen der Rochen,2004,2,6,15,15,15,4,105,5.34381,1.3478,14,1.0714,19241,,
Academia,1989,2,6,60,60,60,0,105,6.81543,1.41572,10,1.4,9179,,
MOD X,2012,2,4,25,25,25,15,105,6.95771,1.6596,3,1.6667,10056,,
Dungeon Twister Collectors Box,2006,2,2,45,45,45,11,105,7.70095,1.49057,10,3.1,6536,,
Emperor's Choice,2017,3,5,120,90,120,12,105,6.99657,1.57927,4,3.25,7839,,
Voidfall,2023,1,4,240,90,240,15,105,7.6767,2.07996,42,4.3333,7853,1999,
Operation Mercury,1992,2,2,360,360,360,12,105,7.09524,1.26509,17,3.5294,8188,,
Au fil de l'épée,2002,2,2,60,60,60,12,105,7.39762,1.4497,19,2.7368,7845,,
YOU are the Maniac!,2012,2,4,30,30,30,13,105,5.67857,2.06917,5,2.2,16684,,
Zogen,2018,2,6,20,20,20,6,105,5.6421,1.62563,3,2.3333,16965,,
Bakugan Battle Brawlers,2006,2,4,15,15,15,0,105,4.81571,2.00632,19,1.1579,21100,,
Port Arthur: The Russo-Japanese War,1992,2,2,180,180,180,12,105,5.70762,1.76978,11,2.3636,17699,,
Tyranid Attack,1992,2,2,45,45,45,12,105,6.04,1.68555,5,2.6,13670,,
History Maker Golf,2017,1,4,180,15,180,12,105,8.65076,1.25988,5,2.4,5910,,
Napoleon Returns 1815,2020,2,3,120,90,120,14,104,7.65173,1.41347,9,1.8889,7012,,
Tip Tap,1999,3,6,45,45,45,7,105,5.77243,1.62578,5,1,15764,,
Okavango,2018,2,4,0,45,0,10,105,6.21238,1.54702,3,1.6667,11989,,
Fabulantica,2018,2,5,25,25,25,6,105,7.16067,1.37649,4,1.75,7953,,
South African Railroads,2011,3,6,40,40,40,0,105,7.74067,1.30518,8,3.125,6232,,
Dice Flick,2021,2,4,20,10,20,6,108,6.53454,1.21366,0,0,9598,,
Stationfall,2022,1,9,120,90,120,12,106,7.90849,1.86199,20,3.75,6824,,
Warriors of Jogu: Feint,2017,2,2,30,20,30,0,105,7.27667,1.79745,6,2.1667,8097,,
Migrato,2013,2,2,15,15,15,9,105,5.22619,1.6008,5,1.4,19884,,
Holdfast: Korea 1950-51,2015,1,2,120,120,120,13,105,6.75905,1.69232,14,2.2857,9132,,
Rifugio,2012,2,4,60,20,60,8,105,6.51616,1.28879,3,1.3333,10555,,
"Verbàlia, el joc",2010,1,40,30,30,30,4,105,6.12381,1.64973,7,1.8571,12508,,
Challenge Yahtzee,1974,2,4,30,30,30,8,105,5.5,1.56601,9,1.6667,19015,,
6 Castles,2019,2,4,60,30,60,8,106,7.19571,1.52512,10,2.8,7957,,
The Walking Dead: Here's Negan – The Board Game,2018,1,5,90,60,90,14,105,7.85238,1.27527,3,3.3333,7281,,
Kreuzwort,2013,1,4,20,20,20,8,105,6.36124,1.17191,3,1.3333,10200,,
Scrabble DASH,2009,2,4,10,10,10,10,105,4.6,1.57571,7,1,21269,,
The Last Crusade,1995,2,2,120,120,120,10,105,6.62381,1.69366,16,2.625,9654,,
Hippos & Crocodiles,2009,2,2,10,10,10,6,105,6.28381,1.57481,12,1.4167,11201,,
Normandy: The Invasion of Europe 1944,1971,2,2,150,150,150,12,105,5.99429,1.57164,17,2.1176,14245,,
Keytown,2000,2,5,60,60,60,12,105,6.53952,1.3456,10,2.8,9591,,
Sorry! Express,2007,2,4,20,20,20,6,105,4.5519,1.60751,7,1,21286,,
Star Wars: Destroy Death Star Game,1977,2,4,30,30,30,7,105,5.39524,1.79807,6,1.1667,19502,,
Fusion,2011,2,4,10,10,10,6,105,5.98476,1.2112,10,1,13561,,
Stowaway 52,2015,1,5,15,15,15,8,105,5.59829,1.46191,4,1,16836,,
Lab Wars,2016,2,4,60,30,60,12,105,5.86,1.59861,2,2,15239,,
Heroes of Normandie: The Tactical Card Game,2019,2,2,90,30,90,14,105,7.96857,1.4882,6,2.3333,6934,,
Rummikub Twist,2016,2,4,45,20,45,8,105,7.33771,1.37825,5,2,7657,,
Bommerz over da Sulphur River,1998,1,2,30,30,30,8,105,5.67333,1.54144,12,2.25,17321,,
Rome at War II: Fading Legions,2002,2,2,120,120,120,12,105,6.18048,1.6175,19,2.3158,12387,,
The Beastlord,1979,2,4,120,120,120,12,105,5.86667,1.68029,15,3.1333,14724,,
Tasty Humans,2020,1,4,60,30,60,10,105,6.89398,1.40927,2,2,8448,,
Universal Fighting System: Street Fighter,2006,2,6,30,30,30,10,105,6.28286,1.6927,18,2.6111,11859,,
Mystick Domination,2000,2,5,30,30,30,12,105,6.43333,1.65025,6,2.8333,10472,,
Marvel Dice Masters: Iron Man and War Machine Starter Set,2017,2,2,60,15,60,14,105,7.30965,1.47101,0,0,7608,,
Qwixx On Board,2019,2,4,20,20,20,8,105,6.92782,1.19803,2,1,8114,,
Anno Domini: Im Namen des Gesetzes,2003,2,8,30,30,30,10,105,6.77524,1.10391,6,1.3333,8529,,
UNO Dice,1987,2,6,20,20,20,7,104,4.86962,1.63796,15,1.1333,21031,,
Pop-Tarts Game,2020,2,6,15,15,15,13,104,6.16987,1.20917,1,1,12069,,
Wild Assent,2021,1,4,90,60,90,0,105,7.29333,2.30136,3,2.6667,8332,,
La Grande Guerre 14-18,1999,2,6,3600,360,3600,14,104,7.80673,2.06883,24,4.75,6963,,
La Famiglia,2017,2,4,45,30,45,14,104,5.62135,1.76172,3,1,18490,,
Wakening Lair,2018,2,6,40,30,40,14,104,6.91779,1.40381,2,2,8858,,
CHEW: Cases of the FDA,2015,2,5,30,30,30,12,104,5.79439,1.5684,7,1.4286,17423,,
Monopoly: Wonder of The World,2003,2,8,90,90,90,8,104,4.83237,1.65848,7,1.1429,21024,,
Harzbahn 1873,2011,2,5,300,300,300,0,104,7.21154,1.43897,6,4.1667,7391,1933,
Union vs. Central,1999,2,2,360,360,360,12,104,6.74808,1.58035,8,3.75,8855,2048,
The Princess Bride: Prepare to Die,2013,3,10,15,15,15,8,104,3.5201,2.07164,4,1,21607,,
Dragon's Cave,2019,2,4,0,0,0,7,104,6.49856,1.38679,4,1,10073,,
Austerlitz 1805: Napoleon's Greatest Victory,2000,2,2,240,240,240,12,104,6.0601,1.71604,15,3.2667,13243,,
Nature of the Beast: Farm vs. Forest,2005,2,4,60,60,60,12,105,6.45724,1.47802,17,2.5882,10156,2155,
Ricochet,1996,2,5,10,10,10,10,104,5.80029,1.60898,7,1.2857,14907,,
Shadowstar Corsairs,2016,2,5,150,90,150,13,104,7.11827,1.79142,8,3.25,8339,2029,
Fickle,2019,3,5,30,12,30,12,104,7.26471,1.90008,4,1.75,9276,,
Dividends,2005,2,12,30,30,30,12,104,5.40409,1.66278,16,2.25,19475,,
Totemic,2020,1,2,30,15,30,14,104,6.8601,1.69975,7,1.4286,8718,,
Gemischtes Doppel,2006,1,6,30,30,30,16,104,5.58558,1.4308,6,1.3333,17339,,
Il était une forêt,2013,2,4,15,15,15,7,104,4.95096,1.53253,4,1.5,20745,,
Insula,2009,2,5,60,60,60,8,104,6.16654,1.78109,10,2.5,13328,,
Star Viking,1981,2,2,60,60,60,10,104,6.52885,1.50452,11,2.8182,10512,2191,
Efemeris,2018,2,4,40,30,40,10,104,7.12288,1.58412,6,2.6667,8604,,
Star Trek: Deep Space Nine Fluxx,2019,2,6,40,10,40,8,104,7.02445,1.14206,1,2,8526,,
Rapa Nui,2020,2,4,45,45,45,10,106,7.09901,1.52452,3,2,8520,,
X Pasch,1996,3,6,90,90,90,8,104,6.25,1.33193,8,2.5,11473,,
Fandooble,2011,2,6,30,30,30,8,104,6.06154,1.53092,10,1,13412,,
Epic of the Peloponnesian War,2006,2,4,300,300,300,12,104,6.17644,2.12385,22,3.9545,13207,,
Nika,2014,2,4,30,30,30,8,104,6.55817,1.48671,10,2.2,10510,,
Battleship Command: Pirates of the Caribbean,2006,2,2,30,30,30,8,104,5.26995,1.22406,10,1.2,19737,,
Tutti Frutti,2014,2,6,10,10,10,4,104,6.04169,1.48908,5,1,12699,,
Rattenkrieg: Assault on the Tracktor Factory,2010,1,1,20,20,20,13,104,5.66587,1.28138,32,1.3125,16316,,
Why,1958,2,4,45,45,45,12,104,5.81106,1.37306,9,1.2222,15309,,
1832: The South,2006,2,7,270,270,270,14,104,7.8649,1.23943,8,3.75,6164,,
Electronic Whac-a-Mole,1999,1,2,10,10,10,4,104,4.68154,1.62571,10,1,21107,,
Cubus,1987,2,6,20,20,20,10,104,5.73029,1.52696,11,1.9091,16075,,
Corduba 27 a.C.,2021,1,4,180,90,180,14,104,8.29474,1.77709,19,3.7895,6923,,
Jenga Ultimate,1995,0,0,20,20,20,6,104,5.7774,1.35515,15,1,15984,,
Adigma,2001,2,10,90,90,90,14,104,7.58663,1.27379,9,1.5556,7512,,
Rambo: The Board Game,2020,1,4,0,60,0,14,105,6.94867,2.30214,5,1.8,10444,,
Coven,2015,3,5,90,60,90,14,104,5.77308,1.84839,3,3.3333,15932,,
Entrapment,1999,2,2,30,30,30,12,104,7.95721,1.30812,17,3.1765,6863,,
Big Fish Lil' Fish,2005,2,6,15,15,15,6,104,4.53462,1.45963,12,1,21238,,
Decipher,2020,2,4,30,30,30,10,104,6.80385,1.36402,4,1.25,9136,,
The 7th Dwarf,2014,1,7,30,15,30,7,104,5.15096,1.49216,7,1,20182,,
Nitro Dice,2011,2,6,60,60,60,9,104,5.39856,1.57441,10,2.4,19105,,
Dungeon Lite: Orcs and Knights,2021,1,4,120,90,120,14,104,7.41833,1.54801,6,2.5,7920,,
TaskForce: Naval Tactics and Operations in the 1980's,1981,2,2,360,360,360,14,104,6.56923,1.34387,15,3.2667,10352,,
Keep Up The Fire!: The Boxer Rebellion,2011,1,1,50,50,50,13,104,7.30962,1.35354,14,1.8571,7828,,
Der schwarze Pirat: Das Duell,2007,2,2,10,10,10,5,104,5.31923,1.51759,6,1,19458,,
Gazala 1942,2005,1,2,240,240,240,12,104,6.26154,1.45221,23,2.3043,11853,,
Rail/Road,2007,2,2,20,20,20,6,104,4.77067,1.5163,13,1.2308,21065,,
Shogun Triumphant,1993,2,2,180,180,180,12,104,6.54038,1.50042,18,2.8889,10323,,
Kings of Mithril,2010,2,4,45,45,45,8,104,5.68221,1.86475,7,2,16674,,
ROX,2014,2,4,15,0,15,7,104,5.69593,1.38647,2,1,16624,,
Dracarys Dice,2018,2,5,15,10,15,10,104,5.50045,2.26778,6,1,19114,,
Catham City,2017,2,6,60,20,60,12,104,6.19615,1.34307,7,1.2857,11615,,
FUBA,2013,2,2,90,90,90,12,104,7.44856,1.46267,14,2.6429,7418,1964,
NFL Rush Zone,2013,2,6,20,20,20,7,104,5.07609,1.75912,5,1,20712,,
Bobail,0,2,2,15,15,15,8,103,5.92194,1.56626,2,2,14835,,
Im Wald da sind die Räuber,2008,2,4,60,60,60,10,103,6.04613,1.23888,9,1.8889,12481,,
Wobble,2010,1,4,30,30,30,6,103,5.28544,1.60715,8,1,20027,,2172
Monopoly: French,1982,2,8,90,90,90,8,103,4.44816,1.84968,2,2,21326,,
Killer Bunnies and the Ultimate Odyssey,2010,2,6,30,30,30,13,103,5.22699,1.81322,5,1.2,20221,,
Strike A Pose,2014,3,14,50,50,50,10,103,6.49547,1.47892,4,1.25,9763,,
The Game of Real Life,1998,2,6,30,30,30,8,103,5.83631,1.84547,6,1.1667,16472,,
Warhammer: The Game of Fantasy Battles (6th Edition),2000,2,2,360,180,360,12,103,7.43107,1.62636,2,4.5,7211,,
Dino World,2017,2,4,15,10,15,6,103,6.21369,1.28366,4,1,11512,,
4 First Games,1974,2,6,15,10,15,3,103,4.83301,1.74453,11,1,21042,,
Ocean Labyrinth,2015,2,4,30,20,30,7,103,6.62631,1.18576,6,1.1667,9932,,
International Movie Maker,1968,2,6,90,90,90,8,103,6.61621,1.63824,13,1.3846,10962,,
The Lord of the Rings Tarot Deck and Card Game,1997,2,6,20,20,20,12,103,4.66602,1.81195,15,1.4,21201,,
John Company: Second Edition,2022,1,6,240,90,240,13,103,8.20049,1.80792,25,4.16,6074,,
The Defense of Rorke's Drift,1991,2,2,600,60,600,12,103,6.7034,1.22653,12,2.5,9704,,
